Ticket,Symbol,Type,ActionTime,ActionPrice,MaxDD,CloseTime,ClosePrice,Reward,SL,PT,DateDuration,Status
4,ABCD,0,2/12/2019 0:10,                 1.10564,-4,2/12/2019 14:40,1.10764,                  190, 200, 200,2,1
6,ABCD,0,2/12/2019 0:15,                 1.10566,-7,2/12/2019 14:40,1.10766,                  190, 200, 200,2,1
10,ABCD,0,2/12/2019 0:25,                 1.10569,-9,2/12/2019 14:40,1.10769,                  190, 200, 200,2,1
12,GBPUSD,0,2/12/2019 14:45,                 1.10137,-4,2/12/2019 15:50,1.10337,                  190, 200, 200,2,1
1,GBPUSD,0,2/12/2019 0:05,                 1.10214,-186,2/12/2019 16:10,1.10414,                  190, 200, 200,2,1
3,GBPUSD,0,2/12/2019 0:10,                 1.10206,-178,2/12/2019 16:10,1.10406,                  190, 200, 200,2,1
7,GBPUSD,1,2/12/2019 0:20,                 1.10210,-219,2/12/2019 16:10,1.10410,                 -210, 200, 287,2,1
9,GBPUSD,1,2/12/2019 0:25,                 1.10211,-219,2/12/2019 16:10,1.10411,                 -210, 200, 338,2,1
5,GBPUSD,0,2/12/2019 0:15,                 1.10207,-180,2/12/2019 17:00,1.10472,                  255, 200, 265,2,1
15,GBPUSD,1,2/12/2019 16:10,                 1.10416,-218,2/12/2019 17:00,1.10616,                 -210, 200, 306,2,1
19,GBPUSD,0,2/12/2019 17:00,                 1.10585,-5,2/12/2019 18:10,1.10799,                  204, 200, 214,2,1
11,ABCD,0,2/12/2019 14:40,                 1.10770,-220,2/12/2019 19:55,1.10570,                 -210, 200, 209,2,1
16,ABCD,0,2/12/2019 16:10,                 1.10755,-205,2/12/2019 19:55,1.10555,                 -210, 200, 321,2,1
18,ABCD,0,2/12/2019 16:15,                 1.10749,-200,2/12/2019 19:55,1.10549,                 -210, 200, 200,2,1
17,GBPUSD,0,2/12/2019 16:15,                 1.10386,-205,2/12/2019 1:00,1.10186,                 -210, 200, 596,2,1
23,GBPUSD,1,2/12/2019 1:00,                 1.10182,-583,2/12/2019 20:00,1.10382,                 -210, 200, 275,2,1
25,GBPUSD,0,2/12/2019 1:05,                 1.10185,-15,2/12/2019 20:00,1.10385,                  190, 200, 200,2,1
13,ABCD,0,2/12/2019 14:45,                 1.10771,-218,2/12/2019 20:00,1.10571,                 -210, 200, 200,2,1
26,GBPUSD,0,2/12/2019 20:00,                 1.10712,-553,2/12/2019 2:00,1.10512,                 -210, 200, 200,2,1
28,GBPUSD,1,2/12/2019 20:05,                 1.10734,-113,2/12/2019 2:00,1.10420,                  304, 200, 314,2,1
29,GBPUSD,0,2/12/2019 2:00,                 1.10161,-9,3/12/2019 0:00,1.10437,                  256, 200, 276,3,1
27,ABCD,0,2/12/2019 20:00,                 1.10567,-34,3/12/2019 11:10,1.10767,                  180, 200, 200,3,1
24,ABCD,0,2/12/2019 1:00,                 1.10588,-55,3/12/2019 12:00,1.10788,                  180, 200, 200,3,1
30,ABCD,0,2/12/2019 2:00,                 1.10553,-20,3/12/2019 13:05,1.10780,                  207, 200, 227,3,1
22,ABCD,0,2/12/2019 19:55,                 1.10566,-34,3/12/2019 17:50,1.10907,                  321, 200, 341,3,1
20,ABCD,0,2/12/2019 17:00,                 1.10718,-185,3/12/2019 18:05,1.10918,                  180, 200, 200,3,1
21,ABCD,0,2/12/2019 18:10,                 1.10728,-195,3/12/2019 18:10,1.10928,                  180, 200, 200,3,1
32,ABCD,0,3/12/2019 11:10,                 1.10763,-65,3/12/2019 18:15,1.10963,                  190, 200, 200,3,1
14,GBPUSD,0,2/12/2019 15:50,                 1.10341,-190,3/12/2019 18:25,1.10927,                  566, 200, 586,3,1
35,ABCD,0,3/12/2019 17:50,                 1.10878,-235,3/12/2019 1:00,1.10678,                 -210, 200, 200,3,1
37,ABCD,0,3/12/2019 18:10,                 1.10948,-304,3/12/2019 1:00,1.10748,                 -210, 200, 200,3,1
36,ABCD,0,3/12/2019 18:05,                 1.10946,-307,3/12/2019 1:05,1.10746,                 -210, 200, 200,3,1
38,ABCD,1,3/12/2019 18:15,                 1.10954,-9,3/12/2019 1:10,1.10715,                  229, 200, 239,3,1
40,ABCD,0,3/12/2019 1:00,                 1.10644,-19,3/12/2019 20:00,1.10844,                  190, 200, 200,3,1
43,ABCD,0,3/12/2019 1:10,                 1.10645,-19,3/12/2019 20:00,1.10845,                  190, 200, 200,3,1
42,ABCD,0,3/12/2019 1:05,                 1.10638,-12,3/12/2019 20:20,1.10903,                  255, 200, 265,3,1
33,ABCD,0,3/12/2019 12:00,                 1.10773,-148,3/12/2019 21:50,1.10973,                  190, 200, 200,3,1
44,ABCD,0,3/12/2019 20:00,                 1.10853,-224,3/12/2019 2:00,1.10653,                 -210, 200, 200,3,1
46,ABCD,0,3/12/2019 20:20,                 1.10927,-297,3/12/2019 2:00,1.10727,                 -210, 200, 200,3,1
47,ABCD,0,3/12/2019 21:50,                 1.10965,-337,3/12/2019 2:05,1.10765,                 -210, 200, 207,3,1
48,ABCD,0,3/12/2019 2:00,                 1.10630,-1,4/12/2019 0:00,1.10830,                  180, 200, 200,4,1
50,ABCD,0,3/12/2019 2:05,                 1.10645,-15,4/12/2019 0:00,1.10845,                  180, 200, 200,4,1
39,GBPUSD,0,3/12/2019 18:25,                 1.10903,-211,4/12/2019 11:20,1.10703,                 -220, 200, 200,4,1
45,GBPUSD,0,3/12/2019 20:05,                 1.10893,-201,4/12/2019 11:20,1.10693,                 -220, 200, 536,4,1
51,ABCD,0,4/12/2019 0:00,                 1.10924,-222,4/12/2019 14:55,1.10724,                 -210, 200, 200,4,1
53,GBPUSD,1,4/12/2019 11:20,                 1.10693,-255,4/12/2019 15:15,1.10893,                 -210, 200, 590,4,1
49,GBPUSD,0,3/12/2019 2:05,                 1.10771,-106,4/12/2019 15:45,1.10971,                  180, 200, 200,4,1
41,GBPUSD,0,3/12/2019 1:05,                 1.10762,-97,4/12/2019 15:55,1.11067,                  285, 200, 305,4,1
31,GBPUSD,0,3/12/2019 0:00,                 1.10781,-123,4/12/2019 16:00,1.11077,                  276, 200, 296,4,1
52,GBPUSD,0,4/12/2019 0:05,                 1.10821,-156,4/12/2019 17:00,1.11142,                  311, 200, 321,4,1
56,GBPUSD,0,4/12/2019 15:15,                 1.10928,-75,4/12/2019 17:00,1.11128,                  190, 200, 200,4,1
58,GBPUSD,0,4/12/2019 15:55,                 1.11070,-231,4/12/2019 17:25,1.10870,                 -210, 200, 200,4,1
59,GBPUSD,0,4/12/2019 16:00,                 1.11058,-200,4/12/2019 17:30,1.10858,                 -210, 200, 336,4,1
57,GBPUSD,0,4/12/2019 15:45,                 1.10962,-282,4/12/2019 18:50,1.10762,                 -210, 200, 274,4,1
63,GBPUSD,0,4/12/2019 17:30,                 1.10881,-201,4/12/2019 18:50,1.10681,                 -210, 200, 446,4,1
60,GBPUSD,0,4/12/2019 17:00,                 1.10954,-234,4/12/2019 18:55,1.10754,                 -210, 200, 200,4,1
34,ABCD,0,3/12/2019 13:05,                 1.10794,-168,4/12/2019 20:55,1.10994,                  180, 200, 200,4,1
2,ABCD,0,2/12/2019 0:05,                 1.10572,-39,4/12/2019 21:10,1.11084,                  482, 200, 512,4,1
54,ABCD,0,4/12/2019 11:20,                 1.10841,-139,4/12/2019 21:10,1.11041,                  190, 200, 200,4,1
61,ABCD,1,4/12/2019 17:00,                 1.10879,-215,4/12/2019 21:10,1.11079,                 -210, 200, 226,4,1
8,ABCD,0,2/12/2019 0:20,                 1.10582,-49,4/12/2019 21:15,1.11091,                  479, 200, 509,4,1
62,ABCD,1,4/12/2019 17:25,                 1.10926,-235,4/12/2019 21:15,1.11126,                 -210, 200, 537,4,1
66,ABCD,0,4/12/2019 18:55,                 1.10910,-32,4/12/2019 21:15,1.11110,                  190, 200, 200,4,1
64,ABCD,0,4/12/2019 18:50,                 1.10932,-55,4/12/2019 21:30,1.11132,                  190, 200, 200,4,1
55,ABCD,0,4/12/2019 14:55,                 1.10721,0,4/12/2019 21:40,1.11146,                  415, 200, 425,4,1
67,ABCD,0,4/12/2019 20:55,                 1.10970,-92,4/12/2019 21:40,1.11170,                  190, 200, 200,4,1
68,ABCD,1,4/12/2019 21:10,                 1.11086,-238,4/12/2019 21:45,1.11286,                 -210, 200, 201,4,1
70,ABCD,0,4/12/2019 21:15,                 1.11097,-78,4/12/2019 21:45,1.11297,                  190, 200, 200,4,1
72,ABCD,0,4/12/2019 21:20,                 1.11104,-85,4/12/2019 21:45,1.11304,                  190, 200, 200,4,1
74,ABCD,0,4/12/2019 21:30,                 1.11100,-80,4/12/2019 21:45,1.11300,                  190, 200, 200,4,1
75,ABCD,0,4/12/2019 21:40,                 1.11216,0,4/12/2019 22:05,1.11416,                  190, 200, 200,4,1
77,ABCD,0,4/12/2019 21:45,                 1.11323,-404,4/12/2019 2:00,1.11123,                 -210, 200, 200,4,1
79,ABCD,0,4/12/2019 21:50,                 1.11372,-453,4/12/2019 2:00,1.11172,                 -210, 200, 200,4,1
81,ABCD,0,4/12/2019 22:05,                 1.11416,-497,4/12/2019 2:00,1.11216,                 -210, 200, 200,4,1
82,ABCD,0,4/12/2019 2:00,                 1.10922,-97,5/12/2019 0:00,1.11122,                  180, 200, 200,5,1
84,ABCD,0,4/12/2019 2:05,                 1.10922,-97,5/12/2019 0:00,1.11122,                  180, 200, 200,5,1
69,GBPUSD,0,4/12/2019 21:15,                 1.10700,-17,5/12/2019 10:30,1.10912,                  192, 200, 212,5,1
71,GBPUSD,1,4/12/2019 21:20,                 1.10710,-200,5/12/2019 10:35,1.10910,                 -220, 200, 566,5,1
76,GBPUSD,1,4/12/2019 21:45,                 1.10716,-201,5/12/2019 11:00,1.10916,                 -220, 200, 420,5,1
73,GBPUSD,1,4/12/2019 21:25,                 1.10725,-204,5/12/2019 11:05,1.10925,                 -220, 200, 560,5,1
65,GBPUSD,0,4/12/2019 18:55,                 1.10752,-82,5/12/2019 13:30,1.10952,                  180, 200, 200,5,1
80,GBPUSD,0,4/12/2019 21:55,                 1.10744,-18,5/12/2019 13:30,1.10944,                  180, 200, 200,5,1
86,GBPUSD,0,5/12/2019 0:05,                 1.10795,-22,5/12/2019 14:45,1.10995,                  190, 200, 200,5,1
85,ABCD,0,5/12/2019 0:00,                 1.11307,-62,5/12/2019 15:35,1.11507,                  190, 200, 200,5,1
89,ABCD,0,5/12/2019 11:00,                 1.11336,-90,5/12/2019 15:35,1.11536,                  190, 200, 200,5,1
92,ABCD,0,5/12/2019 13:30,                 1.11303,-12,5/12/2019 15:35,1.11503,                  190, 200, 200,5,1
94,ABCD,0,5/12/2019 15:35,                 1.11521,-252,5/12/2019 15:45,1.11321,                 -210, 200, 200,5,1
96,ABCD,0,5/12/2019 15:40,                 1.11453,-248,5/12/2019 16:50,1.11253,                 -210, 200, 200,5,1
97,ABCD,0,5/12/2019 15:45,                 1.11371,-208,5/12/2019 17:00,1.11171,                 -210, 200, 200,5,1
98,ABCD,0,5/12/2019 16:50,                 1.11257,-229,5/12/2019 20:05,1.11057,                 -210, 200, 200,5,1
100,ABCD,0,5/12/2019 20:05,                 1.11048,-9,5/12/2019 22:35,1.11248,                  190, 200, 200,5,1
99,ABCD,0,5/12/2019 17:00,                 1.11191,-153,5/12/2019 3:55,1.11391,                  190, 200, 200,5,1
101,ABCD,0,5/12/2019 22:35,                 1.11257,-239,6/12/2019 0:00,1.11057,                 -220, 200, 200,6,1
102,ABCD,0,5/12/2019 3:55,                 1.11397,-37,6/12/2019 0:05,1.11597,                  180, 200, 200,6,1
103,ABCD,0,6/12/2019 0:00,                 1.11671,-18,6/12/2019 0:25,1.11871,                  190, 200, 200,6,1
104,ABCD,0,6/12/2019 0:05,                 1.11698,-45,6/12/2019 0:30,1.11898,                  190, 200, 200,6,1
105,ABCD,0,6/12/2019 0:25,                 1.11912,-265,6/12/2019 10:00,1.11712,                 -210, 200, 200,6,1
106,ABCD,0,6/12/2019 0:30,                 1.11896,-207,6/12/2019 10:05,1.11696,                 -210, 200, 200,6,1
