Ticket,Symbol,Type,ActionTime,ActionPrice,MaxDD,CloseTime,ClosePrice,Reward,SL,PT,DateDuration,Status
87,GBPUSD,0,5/12/2019 10:30,                 1.10902,-220,6/12/2019 15:30,1.10702,                 -220, 200, 277,6,1
90,GBPUSD,0,5/12/2019 11:05,                 1.10925,-243,6/12/2019 15:30,1.10725,                 -220, 200, 389,6,1
93,GBPUSD,0,5/12/2019 14:45,                 1.10970,-288,6/12/2019 15:30,1.10770,                 -220, 200, 200,6,1
91,GBPUSD,0,5/12/2019 13:30,                 1.10954,-245,6/12/2019 15:35,1.10754,                 -220, 200, 200,6,1
83,GBPUSD,0,4/12/2019 2:05,                 1.10831,-204,6/12/2019 16:50,1.10631,                 -230, 200, 342,6,1
95,GBPUSD,1,5/12/2019 15:40,                 1.10936,-160,6/12/2019 16:50,1.10655,                  261, 200, 281,6,1
88,GBPUSD,0,5/12/2019 10:35,                 1.10874,-309,6/12/2019 16:55,1.10674,                 -220, 200, 508,6,1
107,ABCD,0,6/12/2019 10:00,                 1.11699,-226,6/12/2019 16:55,1.11499,                 -210, 200, 200,6,1
110,ABCD,0,6/12/2019 15:30,                 1.11721,-249,6/12/2019 16:55,1.11521,                 -210, 200, 383,6,1
112,ABCD,0,6/12/2019 15:35,                 1.11673,-201,6/12/2019 16:55,1.11473,                 -210, 200, 200,6,1
111,GBPUSD,0,6/12/2019 15:35,                 1.10740,-211,6/12/2019 17:00,1.10540,                 -210, 200, 574,6,1
108,ABCD,0,6/12/2019 10:05,                 1.11731,-208,6/12/2019 17:00,1.11531,                 -210, 200, 238,6,1
114,ABCD,0,6/12/2019 16:50,                 1.11564,-312,6/12/2019 17:05,1.11364,                 -210, 200, 200,6,1
116,ABCD,0,6/12/2019 16:55,                 1.11523,-271,6/12/2019 17:05,1.11323,                 -210, 200, 336,6,1
118,ABCD,0,6/12/2019 17:00,                 1.11635,-383,6/12/2019 17:05,1.11435,                 -210, 200, 200,6,1
78,GBPUSD,0,4/12/2019 21:50,                 1.10721,-256,6/12/2019 17:40,1.10521,                 -230, 200, 396,6,1
109,GBPUSD,0,6/12/2019 15:30,                 1.10726,-304,6/12/2019 17:45,1.10526,                 -210, 200, 200,6,1
113,GBPUSD,1,6/12/2019 16:50,                 1.10646,-8,6/12/2019 17:50,1.10439,                  197, 200, 207,6,1
123,GBPUSD,0,6/12/2019 17:15,                 1.10619,-222,6/12/2019 17:50,1.10419,                 -210, 200, 319,6,1
122,ABCD,0,6/12/2019 17:10,                 1.11343,-212,6/12/2019 19:40,1.11143,                 -210, 200, 248,6,1
117,GBPUSD,0,6/12/2019 17:00,                 1.10578,-181,6/12/2019 1:00,1.10831,                  243, 200, 253,6,1
121,GBPUSD,1,6/12/2019 17:10,                 1.10611,-443,6/12/2019 1:00,1.10811,                 -210, 200, 324,6,1
125,GBPUSD,0,6/12/2019 17:45,                 1.10437,-40,6/12/2019 1:00,1.10637,                  190, 200, 200,6,1
120,ABCD,0,6/12/2019 17:05,                 1.11292,-170,6/12/2019 1:00,1.11492,                  190, 200, 200,6,1
127,ABCD,0,6/12/2019 17:50,                 1.11300,-178,6/12/2019 1:00,1.11500,                  190, 200, 200,6,1
119,GBPUSD,1,6/12/2019 17:05,                 1.10602,-453,6/12/2019 1:05,1.10802,                 -210, 200, 565,6,1
126,GBPUSD,0,6/12/2019 17:50,                 1.10419,0,6/12/2019 1:05,1.10619,                  190, 200, 200,6,1
128,ABCD,0,6/12/2019 19:40,                 1.11154,-32,6/12/2019 1:05,1.11354,                  190, 200, 200,6,1
124,GBPUSD,1,6/12/2019 17:40,                 1.10476,-578,6/12/2019 1:10,1.10676,                 -210, 200, 319,6,1
129,GBPUSD,0,6/12/2019 1:00,                 1.11053,-522,6/12/2019 20:00,1.10853,                 -210, 200, 479,6,1
131,GBPUSD,1,6/12/2019 1:05,                 1.11051,-4,6/12/2019 20:00,1.10654,                  387, 200, 397,6,1
133,GBPUSD,0,6/12/2019 1:10,                 1.11052,-520,6/12/2019 20:00,1.10852,                 -210, 200, 243,6,1
135,GBPUSD,0,6/12/2019 1:15,                 1.11048,-516,6/12/2019 20:00,1.10848,                 -210, 200, 378,6,1
137,GBPUSD,0,6/12/2019 1:20,                 1.11045,-513,6/12/2019 20:00,1.10845,                 -210, 200, 200,6,1
130,ABCD,0,6/12/2019 1:00,                 1.11828,-673,6/12/2019 20:00,1.11628,                 -210, 200, 200,6,1
134,ABCD,0,6/12/2019 1:10,                 1.11886,-731,6/12/2019 20:00,1.11686,                 -210, 200, 200,6,1
132,ABCD,0,6/12/2019 1:05,                 1.11853,-659,6/12/2019 20:05,1.11653,                 -210, 200, 200,6,1
136,ABCD,0,6/12/2019 1:15,                 1.11891,-697,6/12/2019 20:10,1.11691,                 -210, 200, 267,6,1
138,GBPUSD,1,6/12/2019 20:00,                 1.10534,-513,6/12/2019 2:00,1.10734,                 -210, 200, 353,6,1
142,GBPUSD,0,6/12/2019 20:10,                 1.10534,-32,6/12/2019 2:00,1.10852,                  308, 200, 318,6,1
144,GBPUSD,0,6/12/2019 20:15,                 1.10554,-52,6/12/2019 2:00,1.10942,                  378, 200, 388,6,1
146,GBPUSD,0,6/12/2019 20:20,                 1.10549,-47,6/12/2019 2:00,1.10749,                  190, 200, 200,6,1
139,ABCD,0,6/12/2019 20:00,                 1.11198,-79,6/12/2019 2:00,1.11398,                  190, 200, 200,6,1
141,ABCD,0,6/12/2019 20:05,                 1.11203,-85,6/12/2019 2:00,1.11403,                  190, 200, 200,6,1
145,ABCD,0,6/12/2019 20:15,                 1.11154,-35,6/12/2019 2:00,1.11354,                  190, 200, 200,6,1
143,ABCD,0,6/12/2019 20:10,                 1.11206,-87,6/12/2019 2:05,1.11406,                  190, 200, 200,6,1
140,GBPUSD,0,6/12/2019 20:05,                 1.10545,-43,6/12/2019 5:10,1.11085,                  530, 200, 540,6,1
115,GBPUSD,0,6/12/2019 16:55,                 1.10565,-146,6/12/2019 9:55,1.11068,                  492, 200, 534,6,2
149,GBPUSD,1,6/12/2019 2:05,                 1.11041,-48,6/12/2019 9:55,1.11068,                  -36, 200, 303,6,2
151,GBPUSD,0,6/12/2019 2:10,                 1.11053,-41,6/12/2019 9:55,1.11068,                    4, 200, 328,6,2
153,GBPUSD,0,6/12/2019 2:15,                 1.11038,-25,6/12/2019 9:55,1.11068,                   19, 200, 598,6,2
155,GBPUSD,0,6/12/2019 5:10,                 1.11080,-68,6/12/2019 9:55,1.11068,                  -22, 200, 364,6,2
148,ABCD,0,6/12/2019 2:00,                 1.11707,-79,6/12/2019 9:55,1.11653,                  -63, 200, 200,6,2
152,ABCD,0,6/12/2019 2:10,                 1.11749,-121,6/12/2019 9:55,1.11653,                 -106, 200, 200,6,2
Episode: -1 Balance: 9791 Step: 1439
