Ticket,Symbol,Type,ActionTime,ActionPrice,MaxDD,CloseTime,ClosePrice,Reward,SL,PT,DateDuration,Status
2,EURUSD,0,2/12/2019 0:05,                 1.10572,-14,2/12/2019 14:40,1.10772,                  190, 200, 200,2,1
4,EURUSD,0,2/12/2019 0:10,                 1.10564,-4,2/12/2019 14:40,1.10764,                  190, 200, 200,2,1
6,EURUSD,0,2/12/2019 0:15,                 1.10566,-7,2/12/2019 14:40,1.10766,                  190, 200, 200,2,1
10,EURUSD,0,2/12/2019 0:25,                 1.10569,-9,2/12/2019 14:40,1.10769,                  190, 200, 200,2,1
13,GBPUSD,0,2/12/2019 14:50,                 1.10163,-1,2/12/2019 15:55,1.10363,                  190, 200, 200,2,1
9,GBPUSD,0,2/12/2019 0:25,                 1.10211,-183,2/12/2019 16:30,1.10441,                  220, 200, 230,2,1
15,GBPUSD,0,2/12/2019 15:55,                 1.10325,0,2/12/2019 17:00,1.10525,                  190, 200, 200,2,1
16,GBPUSD,1,2/12/2019 16:30,                 1.10435,-229,2/12/2019 17:05,1.10635,                 -210, 200, 343,2,1
1,GBPUSD,0,2/12/2019 0:05,                 1.10214,-186,2/12/2019 17:20,1.10681,                  457, 200, 467,2,1
3,GBPUSD,0,2/12/2019 0:10,                 1.10206,-178,2/12/2019 17:25,1.10728,                  512, 200, 522,2,1
5,GBPUSD,0,2/12/2019 0:15,                 1.10207,-180,2/12/2019 17:30,1.10737,                  520, 200, 530,2,1
7,GBPUSD,0,2/12/2019 0:20,                 1.10210,-182,2/12/2019 18:05,1.10781,                  561, 200, 571,2,1
17,GBPUSD,0,2/12/2019 17:00,                 1.10585,0,2/12/2019 18:05,1.10785,                  190, 200, 200,2,1
11,EURUSD,0,2/12/2019 14:40,                 1.10770,-220,2/12/2019 19:55,1.10570,                 -210, 200, 200,2,1
14,EURUSD,0,2/12/2019 14:50,                 1.10767,-217,2/12/2019 19:55,1.10567,                 -210, 200, 200,2,1
18,GBPUSD,0,2/12/2019 17:05,                 1.10654,-473,2/12/2019 1:00,1.10454,                 -210, 200, 435,2,1
20,GBPUSD,1,2/12/2019 17:25,                 1.10735,-161,2/12/2019 1:00,1.10291,                  434, 200, 444,2,1
22,GBPUSD,0,2/12/2019 18:05,                 1.10791,-609,2/12/2019 1:00,1.10591,                 -210, 200, 580,2,1
19,GBPUSD,1,2/12/2019 17:20,                 1.10715,-181,2/12/2019 1:05,1.10215,                  490, 200, 500,2,1
21,GBPUSD,1,2/12/2019 17:30,                 1.10734,-163,2/12/2019 1:10,1.10288,                  436, 200, 446,2,1
25,GBPUSD,1,2/12/2019 1:00,                 1.10182,-583,2/12/2019 20:00,1.10382,                 -210, 200, 505,2,1
27,GBPUSD,0,2/12/2019 1:05,                 1.10185,-15,2/12/2019 20:00,1.10513,                  318, 200, 328,2,1
29,GBPUSD,1,2/12/2019 1:10,                 1.10183,-581,2/12/2019 20:00,1.10383,                 -210, 200, 223,2,1
12,EURUSD,0,2/12/2019 14:45,                 1.10771,-218,2/12/2019 20:00,1.10571,                 -210, 200, 200,2,1
31,GBPUSD,1,2/12/2019 20:00,                 1.10712,-135,2/12/2019 2:00,1.10312,                  390, 200, 400,2,1
33,GBPUSD,0,2/12/2019 20:05,                 1.10734,-574,2/12/2019 2:00,1.10534,                 -210, 200, 200,2,1
35,GBPUSD,0,2/12/2019 2:00,                 1.10161,-9,3/12/2019 0:00,1.10457,                  276, 200, 296,3,1
36,EURUSD,0,2/12/2019 2:00,                 1.10553,-20,3/12/2019 10:35,1.10753,                  180, 200, 200,3,1
24,EURUSD,0,2/12/2019 19:55,                 1.10566,-34,3/12/2019 11:10,1.10766,                  180, 200, 200,3,1
32,EURUSD,0,2/12/2019 20:00,                 1.10567,-34,3/12/2019 11:10,1.10767,                  180, 200, 200,3,1
8,EURUSD,0,2/12/2019 0:20,                 1.10582,-49,3/12/2019 12:00,1.10782,                  180, 200, 200,3,1
26,EURUSD,0,2/12/2019 1:00,                 1.10588,-55,3/12/2019 12:00,1.10788,                  180, 200, 200,3,1
30,EURUSD,0,2/12/2019 1:10,                 1.10583,-51,3/12/2019 12:00,1.10783,                  180, 200, 200,3,1
