Ticket,Symbol,Type,ActionTime,ActionPrice,MaxDD,CloseTime,ClosePrice,Reward,SL,PT,DateDuration,Status
66,ABCD,0,4/12/2019 15:50,                     1.10884,-55,4/12/2019 21:15,1.11084,                      190, 200, 200,4,1
71,ABCD,0,4/12/2019 17:25,                     1.10926,-96,4/12/2019 21:30,1.11126,                      190, 200, 200,4,1
62,ABCD,0,4/12/2019 14:55,                     1.10721,0,4/12/2019 21:40,1.11169,                      438, 200, 448,4,1
74,ABCD,0,4/12/2019 21:10,                     1.11086,-66,4/12/2019 21:45,1.11286,                      190, 200, 200,4,1
78,ABCD,0,4/12/2019 21:20,                     1.11104,-85,4/12/2019 21:45,1.11304,                      190, 200, 200,4,1
79,ABCD,0,4/12/2019 21:30,                     1.11100,-80,4/12/2019 21:50,1.11300,                      190, 200, 200,4,1
80,ABCD,0,4/12/2019 21:40,                     1.11216,-9,4/12/2019 22:05,1.11416,                      190, 200, 200,4,1
81,ABCD,0,4/12/2019 21:45,                     1.11323,-404,4/12/2019 2:00,1.11123,                     -210, 200, 200,4,1
83,ABCD,0,4/12/2019 21:50,                     1.11372,-453,4/12/2019 2:00,1.11172,                     -210, 200, 200,4,1
84,ABCD,0,4/12/2019 22:05,                     1.11416,-496,4/12/2019 2:05,1.11216,                     -210, 200, 200,4,1
76,ABCD,0,4/12/2019 21:15,                     1.11097,-204,4/12/2019 6:50,1.10897,                     -210, 200, 563,4,1
85,ABCD,0,4/12/2019 2:00,                     1.10922,-97,5/12/2019 0:00,1.11122,                      180, 200, 200,5,1
87,ABCD,0,4/12/2019 2:05,                     1.10922,-97,5/12/2019 0:00,1.11122,                      180, 200, 200,5,1
88,ABCD,0,4/12/2019 6:50,                     1.10896,-70,5/12/2019 0:15,1.11318,                      402, 200, 422,5,1
75,GBPUSD,1,4/12/2019 21:15,                     1.10700,-212,5/12/2019 10:30,1.10900,                     -220, 200, 481,5,1
82,GBPUSD,1,4/12/2019 21:50,                     1.10721,-208,5/12/2019 11:05,1.10921,                     -220, 200, 248,5,1
73,GBPUSD,0,4/12/2019 18:50,                     1.10747,-76,5/12/2019 13:30,1.10947,                      180, 200, 200,5,1
90,GBPUSD,0,5/12/2019 0:05,                     1.10795,-22,5/12/2019 14:45,1.10995,                      190, 200, 200,5,1
89,ABCD,0,5/12/2019 0:00,                     1.11307,-62,5/12/2019 15:35,1.11507,                      190, 200, 200,5,1
91,ABCD,0,5/12/2019 0:15,                     1.11312,-67,5/12/2019 15:40,1.11512,                      190, 200, 200,5,1
96,ABCD,0,5/12/2019 15:35,                     1.11521,-252,5/12/2019 15:45,1.11321,                     -210, 200, 200,5,1
86,GBPUSD,0,4/12/2019 2:05,                     1.10831,-101,5/12/2019 16:40,1.11031,                      180, 200, 200,5,1
97,ABCD,0,5/12/2019 15:40,                     1.11453,-248,5/12/2019 16:50,1.11253,                     -210, 200, 200,5,1
98,ABCD,0,5/12/2019 15:45,                     1.11371,-208,5/12/2019 17:00,1.11171,                     -210, 200, 200,5,1
99,ABCD,0,5/12/2019 16:40,                     1.11362,-251,5/12/2019 17:55,1.11162,                     -210, 200, 200,5,1
100,ABCD,0,5/12/2019 16:50,                     1.11257,-229,5/12/2019 20:05,1.11057,                     -210, 200, 200,5,1
103,ABCD,0,5/12/2019 20:05,                     1.11048,-9,5/12/2019 22:35,1.11248,                      190, 200, 200,5,1
101,ABCD,0,5/12/2019 17:00,                     1.11191,-153,5/12/2019 3:55,1.11391,                      190, 200, 200,5,1
102,ABCD,0,5/12/2019 17:55,                     1.11171,-153,6/12/2019 0:00,1.11562,                      371, 200, 391,6,1
105,ABCD,0,5/12/2019 3:55,                     1.11397,-378,6/12/2019 0:00,1.11197,                     -220, 200, 200,6,1
104,ABCD,0,5/12/2019 22:35,                     1.11257,-15,6/12/2019 0:05,1.11457,                      180, 200, 200,6,1
106,ABCD,0,6/12/2019 0:00,                     1.11671,-18,6/12/2019 0:25,1.11871,                      190, 200, 200,6,1
108,ABCD,0,6/12/2019 0:05,                     1.11698,-45,6/12/2019 0:25,1.11898,                      190, 200, 200,6,1
77,GBPUSD,0,4/12/2019 21:20,                     1.10710,-26,6/12/2019 10:00,1.11090,                      350, 200, 380,6,1
109,ABCD,0,6/12/2019 0:25,                     1.11912,-265,6/12/2019 10:00,1.11712,                     -210, 200, 446,6,1
92,GBPUSD,0,5/12/2019 10:30,                     1.10902,-220,6/12/2019 15:30,1.10702,                     -220, 200, 200,6,1
95,GBPUSD,0,5/12/2019 14:45,                     1.10970,-288,6/12/2019 15:30,1.10770,                     -220, 200, 328,6,1
110,GBPUSD,0,6/12/2019 0:30,                     1.11054,-373,6/12/2019 15:30,1.10854,                     -210, 200, 410,6,1
93,GBPUSD,0,5/12/2019 11:05,                     1.10925,-217,6/12/2019 15:35,1.10725,                     -220, 200, 247,6,1
72,GBPUSD,0,4/12/2019 17:45,                     1.10858,-231,6/12/2019 16:50,1.10658,                     -230, 200, 467,6,1
60,GBPUSD,0,4/12/2019 0:05,                     1.10821,-255,6/12/2019 16:55,1.10621,                     -230, 200, 379,6,1
111,GBPUSD,1,6/12/2019 10:00,                     1.11083,-8,6/12/2019 16:55,1.10622,                      451, 200, 461,6,1
112,ABCD,0,6/12/2019 10:00,                     1.11699,-226,6/12/2019 16:55,1.11499,                     -210, 200, 200,6,1
114,ABCD,0,6/12/2019 15:30,                     1.11721,-249,6/12/2019 16:55,1.11521,                     -210, 200, 309,6,1
116,ABCD,0,6/12/2019 15:35,                     1.11673,-201,6/12/2019 16:55,1.11473,                     -210, 200, 437,6,1
119,ABCD,0,6/12/2019 16:55,                     1.11523,-271,6/12/2019 17:05,1.11323,                     -210, 200, 200,6,1
121,ABCD,0,6/12/2019 17:00,                     1.11635,-383,6/12/2019 17:05,1.11435,                     -210, 200, 200,6,1
107,GBPUSD,1,6/12/2019 0:05,                     1.11033,-62,6/12/2019 17:40,1.10477,                      546, 200, 556,6,1
113,GBPUSD,0,6/12/2019 15:30,                     1.10726,-304,6/12/2019 17:45,1.10526,                     -210, 200, 458,6,1
117,GBPUSD,0,6/12/2019 16:50,                     1.10646,-225,6/12/2019 17:45,1.10446,                     -210, 200, 519,6,1
122,GBPUSD,0,6/12/2019 17:05,                     1.10602,-205,6/12/2019 17:50,1.10402,                     -210, 200, 200,6,1
124,GBPUSD,0,6/12/2019 17:10,                     1.10611,-214,6/12/2019 17:50,1.10411,                     -210, 200, 427,6,1
115,GBPUSD,1,6/12/2019 15:35,                     1.10740,-314,6/12/2019 1:00,1.10940,                     -210, 200, 499,6,1
120,GBPUSD,1,6/12/2019 17:00,                     1.10578,-476,6/12/2019 1:00,1.10778,                     -210, 200, 343,6,1
125,GBPUSD,0,6/12/2019 17:40,                     1.10476,-56,6/12/2019 1:00,1.10676,                      190, 200, 200,6,1
128,GBPUSD,1,6/12/2019 17:50,                     1.10419,-635,6/12/2019 1:00,1.10619,                     -210, 200, 455,6,1
123,ABCD,1,6/12/2019 17:05,                     1.11292,-587,6/12/2019 1:00,1.11492,                     -210, 200, 295,6,1
127,ABCD,0,6/12/2019 17:45,                     1.11309,-187,6/12/2019 1:00,1.11509,                      190, 200, 200,6,1
118,GBPUSD,0,6/12/2019 16:55,                     1.10565,-168,6/12/2019 1:05,1.10994,                      419, 200, 429,6,1
129,ABCD,0,6/12/2019 17:50,                     1.11300,-178,6/12/2019 1:05,1.11500,                      190, 200, 200,6,1
126,GBPUSD,0,6/12/2019 17:45,                     1.10437,-40,6/12/2019 1:10,1.10951,                      504, 200, 514,6,1
130,GBPUSD,0,6/12/2019 1:00,                     1.11053,-522,6/12/2019 20:00,1.10853,                     -210, 200, 382,6,1
132,GBPUSD,0,6/12/2019 1:05,                     1.11051,-520,6/12/2019 20:00,1.10851,                     -210, 200, 200,6,1
134,GBPUSD,0,6/12/2019 1:10,                     1.11052,-520,6/12/2019 20:00,1.10852,                     -210, 200, 200,6,1
131,ABCD,0,6/12/2019 1:00,                     1.11828,-673,6/12/2019 20:00,1.11628,                     -210, 200, 418,6,1
135,ABCD,0,6/12/2019 1:10,                     1.11886,-731,6/12/2019 20:00,1.11686,                     -210, 200, 200,6,1
137,ABCD,0,6/12/2019 1:20,                     1.11903,-748,6/12/2019 20:00,1.11703,                     -210, 200, 200,6,1
133,ABCD,0,6/12/2019 1:05,                     1.11853,-659,6/12/2019 20:05,1.11653,                     -210, 200, 200,6,1
138,ABCD,0,6/12/2019 1:25,                     1.11899,-705,6/12/2019 20:05,1.11699,                     -210, 200, 200,6,1
136,ABCD,0,6/12/2019 1:15,                     1.11891,-697,6/12/2019 20:10,1.11691,                     -210, 200, 200,6,1
141,GBPUSD,1,6/12/2019 20:05,                     1.10545,-502,6/12/2019 2:00,1.10745,                     -210, 200, 339,6,1
143,GBPUSD,1,6/12/2019 20:10,                     1.10534,-513,6/12/2019 2:00,1.10734,                     -210, 200, 264,6,1
147,GBPUSD,0,6/12/2019 20:20,                     1.10549,-47,6/12/2019 2:00,1.11041,                      482, 200, 492,6,1
140,ABCD,0,6/12/2019 20:00,                     1.11198,-79,6/12/2019 2:00,1.11398,                      190, 200, 200,6,1
144,ABCD,0,6/12/2019 20:10,                     1.11206,-87,6/12/2019 2:00,1.11406,                      190, 200, 200,6,1
146,ABCD,0,6/12/2019 20:15,                     1.11154,-35,6/12/2019 2:00,1.11354,                      190, 200, 200,6,1
142,ABCD,0,6/12/2019 20:05,                     1.11203,-85,6/12/2019 2:05,1.11613,                      400, 200, 410,6,1
94,GBPUSD,1,5/12/2019 13:30,                     1.10954,-141,6/12/2019 9:55,1.11068,                     -133, 200, 585,6,2
145,GBPUSD,0,6/12/2019 20:15,                     1.10554,-52,6/12/2019 9:55,1.11068,                      503, 200, 562,6,2
150,GBPUSD,1,6/12/2019 2:05,                     1.11041,-48,6/12/2019 9:55,1.11068,                      -36, 200, 317,6,2
152,GBPUSD,0,6/12/2019 2:10,                     1.11053,-41,6/12/2019 9:55,1.11068,                        4, 200, 200,6,2
154,GBPUSD,1,6/12/2019 2:15,                     1.11038,-51,6/12/2019 9:55,1.11068,                      -39, 200, 322,6,2
149,ABCD,0,6/12/2019 2:00,                     1.11707,-79,6/12/2019 9:55,1.11653,                      -63, 200, 412,6,2
153,ABCD,0,6/12/2019 2:10,                     1.11749,-121,6/12/2019 9:55,1.11653,                     -106, 200, 200,6,2
Episode: -1 Balance: 13301 Step: 1439
