,time,Open,High,Low,Close,symbol,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2019-12-23 00:00:00,1.108,1.10802,1.10798,1.10802,GBPUSD,0,0,0,52,12,2019,23,2.9878885736703296e-05,1.1078847078724172,1.1072472921275824,56.83348170227593,16.44141994010798,1.1075653333333335,1.107321
1,2019-12-23 00:05:00,1.10802,1.10803,1.10799,1.108,GBPUSD,5,0,0,52,12,2019,23,3.8883235190223545e-05,1.107951608053275,1.107211391946725,56.47164241184581,16.461478760371072,1.1075903333333335,1.10733
2,2019-12-23 00:10:00,1.10801,1.10803,1.10798,1.10803,GBPUSD,10,0,0,52,12,2019,23,5.136653946074434e-05,1.1080133187445835,1.1071796812554167,56.897465091749524,16.462479591510217,1.1076116666666667,1.1073395
3,2019-12-23 00:15:00,1.10803,1.10803,1.108,1.10803,GBPUSD,15,0,0,52,12,2019,23,6.525891504071703e-05,1.1080784687693928,1.1071595312306075,56.89746509174953,16.463447061611383,1.1076336666666664,1.1073498333333334
4,2019-12-23 00:20:00,1.10803,1.10803,1.10802,1.10802,GBPUSD,20,0,0,52,12,2019,23,7.899792550775795e-05,1.1081289139698025,1.1071430860301976,56.69960336814146,16.46438228270918,1.1076513333333333,1.1073618333333333
5,2019-12-23 00:25:00,1.10802,1.10803,1.10802,1.10802,GBPUSD,25,0,0,52,12,2019,23,9.174053580998648e-05,1.1081781279905971,1.107134872009403,56.69960336814146,16.465286329770386,1.1076686666666664,1.1073743333333332
6,2019-12-23 00:30:00,1.10802,1.10802,1.10761,1.1077,GBPUSD,30,0,0,52,12,2019,23,9.787612476046534e-05,1.108179394295151,1.107135605704849,50.66593515659944,16.11862709828189,1.1076696666666666,1.1073814999999998
7,2019-12-23 00:35:00,1.1077,1.10778,1.10766,1.10776,GBPUSD,35,0,0,52,12,2019,23,0.00010028310848623432,1.1081847476014723,1.1071372523985277,51.66363503651386,15.783523174509678,1.10767,1.1073883333333332
8,2019-12-23 00:40:00,1.10776,1.10781,1.10775,1.1078,GBPUSD,40,0,0,52,12,2019,23,0.00010063650777672528,1.1081966845555098,1.10715831544449,52.32851568347015,15.40504241716011,1.1076726666666667,1.107397
9,2019-12-23 00:45:00,1.1078,1.10781,1.10771,1.10772,GBPUSD,45,0,0,52,12,2019,23,9.81785101186855e-05,1.108201921718001,1.107167078281999,50.88049655704285,15.105968418704183,1.1076713333333335,1.1074046666666668
10,2019-12-23 00:50:00,1.10772,1.10774,1.10769,1.1077,GBPUSD,50,0,0,52,12,2019,23,9.354437861489418e-05,1.1081985029932302,1.1072014970067696,50.51895889949795,14.850746735792834,1.10767,1.1074116666666667
11,2019-12-23 00:55:00,1.1077,1.1078,1.10769,1.1078,GBPUSD,55,0,0,52,12,2019,23,8.917145244076467e-05,1.1082052270730416,1.1072267729269587,52.27307725640902,14.486973488965116,1.1076736666666667,1.1074278333333332
12,2019-12-23 01:00:00,1.1078,1.1078,1.10767,1.10778,GBPUSD,0,1,0,52,12,2019,23,8.466915262613804e-05,1.1082113269584497,1.1072426730415506,51.8924694813856,14.171238975729377,1.1076753333333333,1.1074415
13,2019-12-23 01:05:00,1.10778,1.10784,1.10775,1.10784,GBPUSD,5,1,0,52,12,2019,23,8.108606874765574e-05,1.1082220779200254,1.1072529220799747,52.955517292353626,13.785629888166662,1.1076840000000001,1.1074546666666665
14,2019-12-23 01:10:00,1.10784,1.10795,1.10782,1.10795,GBPUSD,10,1,0,52,12,2019,23,7.983713698969212e-05,1.1082351774561015,1.1072908225438987,54.847788793401186,13.450400598844997,1.107693,1.1074698333333333
15,2019-12-23 01:15:00,1.10795,1.10797,1.1079,1.10795,GBPUSD,15,1,0,52,12,2019,23,7.993471264271163e-05,1.1082370292735713,1.1073439707264285,54.84778879340119,13.164065243315246,1.1077043333333334,1.1074860000000002
16,2019-12-23 01:20:00,1.10795,1.10796,1.10791,1.10791,GBPUSD,20,1,0,52,12,2019,23,8.00507739603933e-05,1.1082142826737371,1.107423717326263,54.00250512566482,12.887274399636484,1.1077119999999998,1.1075035
17,2019-12-23 01:25:00,1.10791,1.10797,1.10781,1.10781,GBPUSD,25,1,0,52,12,2019,23,7.839444410659928e-05,1.1081823348882163,1.107496665111784,51.93261720711594,12.50652676303215,1.107716,1.1075211666666667
18,2019-12-23 01:30:00,1.1078,1.10794,1.10776,1.10791,GBPUSD,30,1,0,52,12,2019,23,7.713080615106409e-05,1.1081600440427866,1.1075619559572134,53.76585584690295,12.23987679984464,1.1077306666666666,1.1075419999999998
19,2019-12-23 01:35:00,1.10791,1.10794,1.10777,1.10778,GBPUSD,35,1,0,52,12,2019,23,7.392967107610606e-05,1.108116524061404,1.1076364759385964,51.14273048400535,11.982115168763379,1.1077373333333334,1.1075591666666669
20,2019-12-23 01:40:00,1.10778,1.10784,1.10777,1.10777,GBPUSD,40,1,0,52,12,2019,23,6.935391429813803e-05,1.1080985341913123,1.1076294658086876,50.94494542138422,11.732945592051493,1.10775,1.1075763333333335
21,2019-12-23 01:45:00,1.10777,1.10793,1.10777,1.10787,GBPUSD,45,1,0,52,12,2019,23,6.559380999489579e-05,1.1080832035143018,1.1076317964856985,52.8319826007749,11.39947228139028,1.1077629999999998,1.1075955
22,2019-12-23 01:50:00,1.10787,1.10796,1.10782,1.10794,GBPUSD,50,1,0,52,12,2019,23,6.350935929743319e-05,1.108067534925508,1.107638465074492,54.1102842754827,11.142689149497533,1.1077756666666665,1.1076151666666665
23,2019-12-23 01:55:00,1.10794,1.10801,1.10792,1.10801,GBPUSD,55,1,0,52,12,2019,23,6.355650460755752e-05,1.1080632219400224,1.1076407780599773,55.361742132777636,11.002315029764995,1.1077883333333332,1.1076355
24,2019-12-23 02:00:00,1.10798,1.10799,1.10771,1.10775,GBPUSD,0,2,0,52,12,2019,23,6.0644215285966264e-05,1.108038739258334,1.107638260741666,50.110870799309325,10.853810791092357,1.1077986666666668,1.107648
25,2019-12-23 02:05:00,1.10775,1.10787,1.10775,1.10778,GBPUSD,5,2,0,52,12,2019,23,5.6370088734523775e-05,1.1080089135629452,1.107644086437055,50.669353339729994,10.710256693708809,1.1078113333333335,1.10766
26,2019-12-23 02:10:00,1.10778,1.10781,1.1077,1.10777,GBPUSD,10,2,0,52,12,2019,23,5.117842277273842e-05,1.108004717734915,1.1076552822650851,50.47451347447781,10.670717213002586,1.1078256666666666,1.1076709999999999
27,2019-12-23 02:15:00,1.10777,1.10785,1.10774,1.1078,GBPUSD,15,2,0,52,12,2019,23,4.604580309361318e-05,1.1080042420956833,1.1076597579043166,51.05856833146312,10.536902528348916,1.107839,1.1076808333333334
28,2019-12-23 02:20:00,1.1078,1.10782,1.10771,1.10771,GBPUSD,20,2,0,52,12,2019,23,3.9678407750120494e-05,1.1080077774836308,1.1076472225163692,49.2558526276943,10.47169488307528,1.1078466666666666,1.1076888333333335
29,2019-12-23 02:25:00,1.10771,1.10773,1.10766,1.10767,GBPUSD,25,2,0,52,12,2019,23,3.214225657177168e-05,1.1080127847943764,1.1076372152056237,48.469053470199825,10.515119727380664,1.1078533333333334,1.1076973333333333
30,2019-12-23 02:30:00,1.10767,1.10767,1.10757,1.10757,GBPUSD,30,2,0,52,12,2019,23,2.2599909076466636e-05,1.1080317726758446,1.1076052273241555,46.546168742449304,10.759191079282937,1.1078383333333333,1.1077018333333333
31,2019-12-23 02:35:00,1.10757,1.10761,1.10749,1.1075,GBPUSD,35,2,0,52,12,2019,23,1.113202333880143e-05,1.1080600581344777,1.1075469418655217,45.24631868312,11.154328069685034,1.1078216666666667,1.107706
32,2019-12-23 02:40:00,1.1075,1.10756,1.10745,1.10745,GBPUSD,40,2,0,52,12,2019,23,-1.7646798758697876e-06,1.1080884420997876,1.107485557900212,44.33153727114033,11.610331496384163,1.1078023333333333,1.107707
33,2019-12-23 02:45:00,1.10745,1.10752,1.10744,1.10745,GBPUSD,45,2,0,52,12,2019,23,-1.4876849648607656e-05,1.1081030356637218,1.1074319643362782,44.33153727114033,12.06933702205584,1.1077830000000002,1.1077083333333333
34,2019-12-23 02:50:00,1.10745,1.10746,1.10727,1.10729,GBPUSD,50,2,0,52,12,2019,23,-2.995550728240495e-05,1.1081204901451525,1.1073485098548472,41.46095576513499,12.782667377922733,1.1077586666666666,1.107705
35,2019-12-23 02:55:00,1.10729,1.10764,1.10729,1.1076,GBPUSD,55,2,0,52,12,2019,23,-4.0462129654536334e-05,1.108093471111,1.1073405288889997,48.185644124339746,13.03570109570643,1.1077446666666666,1.1077066666666664
36,2019-12-23 03:00:00,1.1076,1.1077,1.10756,1.10767,GBPUSD,0,3,0,52,12,2019,23,-4.634328389863756e-05,1.1080707148336104,1.1073392851663895,49.53969811871783,13.13996071100708,1.1077436666666667,1.1077066666666664
37,2019-12-23 03:05:00,1.10768,1.10769,1.10754,1.10754,GBPUSD,5,3,0,52,12,2019,23,-5.098543286244337e-05,1.1080608108411856,1.1073221891588145,47.17141638751447,13.273789109314741,1.1077363333333332,1.1077031666666666
38,2019-12-23 03:10:00,1.10755,1.10759,1.10753,1.10753,GBPUSD,10,3,0,52,12,2019,23,-5.4650986245374505e-05,1.108033485453193,1.107311514546807,46.99264836551987,13.419943566145184,1.1077273333333333,1.1077000000000001
39,2019-12-23 03:15:00,1.10754,1.10765,1.10743,1.1076,GBPUSD,15,3,0,52,12,2019,23,-5.6270904303463487e-05,1.1080221685503295,1.1073048314496703,48.40847659401925,13.718955492467277,1.1077233333333332,1.1076973333333333
40,2019-12-23 03:20:00,1.1076,1.10764,1.10753,1.10764,GBPUSD,20,3,0,52,12,2019,23,-5.575730957752061e-05,1.1080122374632713,1.107301762536729,49.21040285684795,14.008000354578634,1.1077213333333333,1.1076956666666669
41,2019-12-23 03:25:00,1.10764,1.10768,1.10758,1.10765,GBPUSD,25,3,0,52,12,2019,23,-5.364676750918619e-05,1.107986797783143,1.1073052022168568,49.41375641747576,14.190661349282067,1.1077163333333333,1.107695
42,2019-12-23 03:30:00,1.10765,1.10775,1.10763,1.10768,GBPUSD,30,3,0,52,12,2019,23,-5.0045023573908504e-05,1.1079452144548816,1.1073207855451181,50.034612279985716,14.202882207891976,1.107713,1.1076941666666664
43,2019-12-23 03:35:00,1.10768,1.10776,1.10767,1.10776,GBPUSD,35,3,0,52,12,2019,23,-4.430701655836736e-05,1.1078856295066766,1.1073553704933232,51.670897744462174,14.191550691677971,1.1077103333333331,1.1076971666666666
44,2019-12-23 03:40:00,1.10776,1.10779,1.1077,1.10776,GBPUSD,40,3,0,52,12,2019,23,-3.74298523866677e-05,1.107887193385471,1.107354806614529,51.670897744462174,14.109822909883704,1.1077040000000002,1.1076985000000001
45,2019-12-23 03:45:00,1.10776,1.10781,1.10774,1.10776,GBPUSD,45,3,0,52,12,2019,23,-3.011388868359243e-05,1.1078838180643928,1.1073561819356068,51.670897744462174,13.983528076235602,1.1076976666666667,1.107701
46,2019-12-23 03:50:00,1.10776,1.1078,1.10771,1.10776,GBPUSD,50,3,0,52,12,2019,23,-2.2837773197866347e-05,1.1078821564146422,1.1073568435853578,51.670897744462174,13.918630872004039,1.1076926666666667,1.1077023333333333
47,2019-12-23 03:55:00,1.10776,1.10787,1.10776,1.10783,GBPUSD,55,3,0,52,12,2019,23,-1.4799198778249473e-05,1.1078882983205198,1.10735370167948,53.20649205691929,13.689051705434283,1.1076933333333334,1.1077046666666666
48,2019-12-23 04:00:00,1.10783,1.10783,1.10774,1.10774,GBPUSD,0,4,0,52,12,2019,23,-8.106292292638923e-06,1.1078922269038847,1.1073527730961157,51.049126177162584,13.508446803991461,1.1076876666666666,1.1077091666666667
49,2019-12-23 04:05:00,1.10773,1.10777,1.1077,1.10773,GBPUSD,5,4,0,52,12,2019,23,-2.7487458952952738e-06,1.1078987628820003,1.1073522371179996,50.81231135718454,13.418084910145394,1.107686,1.1077116666666667
50,2019-12-23 04:10:00,1.10773,1.10775,1.10767,1.1077,GBPUSD,10,4,0,52,12,2019,23,1.0186037031555683e-06,1.1079058881303423,1.1073581118696576,50.09116042531564,13.392788377445855,1.1076836666666665,1.1077168333333334
51,2019-12-23 04:15:00,1.1077,1.10772,1.10766,1.10766,GBPUSD,15,4,0,52,12,2019,23,2.9512598220317495e-06,1.1079069121135576,1.1073730878864427,49.12941353272788,13.389702220580551,1.1076766666666666,1.1077198333333333
52,2019-12-23 04:20:00,1.10766,1.10766,1.10745,1.1075,GBPUSD,20,4,0,52,12,2019,23,1.0732195137076597e-06,1.107902773080367,1.1073822269196332,45.51346031842871,13.777665682906159,1.1076620000000001,1.1077188333333332
53,2019-12-23 04:25:00,1.1075,1.10762,1.10748,1.10761,GBPUSD,25,4,0,52,12,2019,23,-1.3423018427846222e-06,1.1078952318028197,1.1074057681971805,48.22370293171978,14.152697029820912,1.1076486666666665,1.1077184999999998
54,2019-12-23 04:30:00,1.10761,1.10769,1.1076,1.10766,GBPUSD,30,4,0,52,12,2019,23,-3.1673001114700053e-06,1.107845384665004,1.107492615334996,49.40704302905397,14.315166348041592,1.1076456666666665,1.1077221666666666
55,2019-12-23 04:35:00,1.10766,1.10769,1.10765,1.10767,GBPUSD,35,4,0,52,12,2019,23,-4.359737446974928e-06,1.1078458720445692,1.107499127955431,49.64515056873776,14.472220022321583,1.1076419999999998,1.1077266666666667
56,2019-12-23 04:40:00,1.10767,1.10769,1.10761,1.10762,GBPUSD,40,4,0,52,12,2019,23,-5.880972382966385e-06,1.1078449585591417,1.1074950414408582,48.46535239239567,14.703393501783118,1.1076370000000002,1.1077313333333334
57,2019-12-23 04:45:00,1.10762,1.10777,1.10762,1.10772,GBPUSD,45,4,0,52,12,2019,23,-5.9197001148987016e-06,1.1078440389827833,1.1075139610172164,50.88047031391218,14.697317709787605,1.1076343333333334,1.1077366666666668
58,2019-12-23 04:50:00,1.10772,1.10779,1.10772,1.10778,GBPUSD,50,4,0,52,12,2019,23,-4.056433729289721e-06,1.1078465924089442,1.1075364075910559,52.268872318837424,14.635626006129545,1.1076366666666668,1.1077416666666666
59,2019-12-23 04:55:00,1.10778,1.10784,1.10775,1.10783,GBPUSD,55,4,0,52,12,2019,23,-2.917435506834731e-07,1.1078635384772595,1.1075424615227407,53.40427296110367,14.439688089575029,1.107642,1.1077476666666668
60,2019-12-23 05:00:00,1.10782,1.10794,1.10782,1.10794,GBPUSD,0,5,0,52,12,2019,23,6.223021642233948e-06,1.1079072477422434,1.1075287522577566,55.797271618195836,13.99879802794198,1.1076543333333333,1.1077463333333333
61,2019-12-23 05:05:00,1.10795,1.10802,1.10792,1.10793,GBPUSD,5,5,0,52,12,2019,23,1.3946238135102247e-05,1.1079405134668054,1.1075234865331944,55.52907864084641,13.675907525035754,1.1076686666666666,1.107745166666667
62,2019-12-23 05:10:00,1.10793,1.10793,1.10777,1.10777,GBPUSD,10,5,0,52,12,2019,23,1.9437531870141934e-05,1.1079441712294071,1.1075288287705927,51.43691850159779,13.404938499200384,1.1076793333333332,1.1077408333333334
