,time,Open,High,Low,Close,symbol,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2019-08-26 00:00:00,1.11507,1.11507,1.11474,1.11475,GBPUSD,0,0,0,35,8,2019,26,-7.117066379766558e-05,1.1153300578036363,1.1129929421963638,57.09423816835009,20.27144080161053,1.1143836666666667,1.114112166666667
1,2019-08-26 00:05:00,1.11477,1.11501,1.11471,1.11478,GBPUSD,5,0,0,35,8,2019,26,-5.04827307010074e-05,1.1153164991024094,1.1129985008975904,57.248280133270036,19.907951895493063,1.1143703333333335,1.1141415
2,2019-08-26 00:10:00,1.11478,1.11484,1.11446,1.11449,GBPUSD,10,0,0,35,8,2019,26,-3.015217000309747e-05,1.1152674983297115,1.1130135016702885,55.2641642281131,19.40891700938461,1.1143466666666666,1.1141678333333334
3,2019-08-26 00:15:00,1.11449,1.11451,1.11394,1.11398,GBPUSD,15,0,0,35,8,2019,26,-1.9179394229837784e-05,1.1151687630880722,1.1130222369119276,51.98631436002249,18.872252035428193,1.1143086666666666,1.1141876666666666
4,2019-08-26 00:20:00,1.11397,1.11438,1.11397,1.11422,GBPUSD,20,0,0,35,8,2019,26,-1.0774334246555256e-05,1.1150937630079454,1.1130412369920546,53.33376401337725,18.353475893936995,1.1142866666666669,1.1142063333333334
5,2019-08-26 00:25:00,1.11422,1.11458,1.11415,1.11456,GBPUSD,25,0,0,35,8,2019,26,1.029782403136642e-06,1.1150466475767782,1.1130623524232217,55.17723814394649,17.74538523925136,1.1142859999999999,1.1142253333333334
6,2019-08-26 00:30:00,1.11456,1.11479,1.11439,1.11476,GBPUSD,30,0,0,35,8,2019,26,1.7534106729007155e-05,1.115032060636251,1.1130699393637489,56.22942024375947,17.258485638536207,1.1142946666666667,1.1142475
7,2019-08-26 00:35:00,1.11476,1.11481,1.11476,1.1148,GBPUSD,35,0,0,35,8,2019,26,3.67174590770125e-05,1.1151205001705669,1.1130474998294333,56.440975438721374,16.798277229469292,1.1143089999999998,1.1142688333333333
8,2019-08-26 00:40:00,1.1148,1.1148,1.11419,1.11441,GBPUSD,40,0,0,35,8,2019,26,5.026844252022488e-05,1.115123793468563,1.1131492065314372,53.81740907880275,16.42486017920152,1.1142903333333332,1.114282
9,2019-08-26 00:45:00,1.11441,1.11469,1.11438,1.11469,GBPUSD,45,0,0,35,8,2019,26,6.393146582547616e-05,1.1151746795800088,1.113206320419991,55.35858486553819,16.063890363942672,1.114286,1.114294
